SA2_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
205041094,6,28,45,42,31,36,11,0,0,203,10,17,43,50,49,32,25,9,0,230,303,442,949,1030,1041,1042,283,56,8,5145
205041095,21,39,66,43,52,47,16,3,0,279,16,28,77,53,54,49,20,6,0,304,414,593,1441,1215,1294,1187,302,31,9,6498
205041096,11,24,55,21,32,22,3,0,0,167,16,28,56,43,58,46,13,3,0,259,281,486,1044,840,972,843,225,19,0,4720
205041098,7,9,25,20,14,8,4,0,0,91,3,6,23,15,21,16,7,0,0,91,152,194,440,447,473,438,118,9,0,2279
205041493,14,22,53,57,45,36,5,0,0,220,4,22,49,31,38,31,12,0,0,192,356,490,1237,1028,1062,871,198,30,3,5271
205041494,15,35,81,63,45,33,15,0,0,284,5,17,52,42,66,38,4,0,0,234,576,658,1906,1838,1564,1250,326,24,0,8143
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,3,0,13
205051100,3,7,14,4,15,11,4,0,0,60,6,6,15,15,18,20,7,8,0,92,122,200,272,347,503,471,153,26,5,2092
205051101,35,34,62,37,39,43,14,0,0,262,19,29,53,55,46,49,21,5,0,270,432,509,1252,1258,1225,1278,408,73,8,6450
205051102,11,10,19,13,12,5,3,0,0,75,11,0,13,16,10,17,6,5,0,76,113,144,346,374,370,363,159,31,4,1906
205051103,9,25,59,53,41,38,10,5,0,238,13,19,49,40,39,31,10,3,3,220,432,554,1419,1324,1361,1133,288,42,3,6565
205051104,4,3,12,19,10,22,8,0,0,69,13,5,9,15,19,30,8,4,0,98,91,132,323,358,481,567,236,42,0,2238
206011106,3,24,96,63,35,18,13,0,0,252,5,25,152,75,36,16,3,0,0,317,134,754,3649,2142,1091,581,146,18,0,8513
206011107,6,24,115,57,39,26,11,0,0,269,5,29,117,64,48,32,12,4,0,314,200,896,3018,2006,1357,842,228,22,0,8573
206011109,4,13,43,31,32,31,13,0,0,173,5,18,44,37,50,24,0,5,0,181,291,491,1109,1367,1290,875,174,13,0,5621
206011495,0,28,84,56,39,30,8,0,0,247,0,28,119,71,41,16,6,0,0,286,144,899,2994,1985,1158,713,153,17,0,8070
206011496,4,29,92,62,31,22,6,4,0,249,0,33,134,59,37,23,4,0,0,289,131,877,3494,2049,1157,669,138,16,0,8526
206011497,0,19,50,76,34,24,8,4,0,226,8,27,94,67,29,25,7,0,0,252,196,666,2149,1817,1252,749,176,21,3,7020
206011498,3,19,46,54,48,31,7,0,0,215,8,30,83,65,66,35,8,0,0,296,298,647,1916,1891,1676,890,199,12,0,7530
206021110,5,8,39,37,34,25,9,0,0,154,0,8,49,37,35,18,10,0,0,156,184,434,1329,1187,1064,760,196,4,0,5160
206021112,7,22,99,86,78,42,13,7,0,352,4,39,102,91,61,37,17,5,0,356,314,753,3270,2879,2225,1215,255,21,3,10928
206021499,9,18,78,44,49,35,6,0,0,249,9,24,98,75,69,36,11,0,0,323,281,620,2528,1996,1888,1129,285,24,3,8753
206021500,6,14,62,28,36,17,3,0,0,172,3,11,72,38,37,13,14,0,0,201,154,381,2038,1475,1319,685,180,12,0,6242
206031113,4,18,58,46,42,35,15,0,0,210,3,17,78,82,57,42,14,3,0,295,270,694,2095,2044,1718,1089,272,35,4,8200
206031115,0,17,54,22,27,14,8,0,0,136,4,22,80,36,29,19,3,0,0,197,100,493,1858,1129,738,418,114,4,0,4867
206031116,6,15,66,47,40,44,17,5,0,241,10,31,107,76,62,48,10,0,0,342,330,845,2711,2078,1750,1321,358,29,5,9434
206031501,8,17,45,47,61,39,14,5,0,230,11,33,68,78,84,46,15,0,3,342,478,940,1599,1750,2093,1474,350,46,7,8733
206031502,7,22,74,39,34,21,9,0,0,203,9,16,64,67,70,23,12,4,0,262,261,733,1921,1544,1326,984,322,25,0,7121
206041117,10,37,104,40,16,20,4,0,0,233,16,87,174,42,28,25,5,4,0,383,375,1865,3911,1292,656,432,182,34,3,8749
206041118,0,14,105,43,24,27,10,0,0,226,4,34,191,80,42,16,5,3,0,370,71,822,4400,2184,1018,706,210,24,0,9438
206041119,0,4,17,24,16,22,9,0,0,91,0,3,19,24,14,16,6,9,0,85,35,208,1002,649,431,451,233,58,5,3078
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,18,8,4,0,0,0,65
206041121,3,13,41,48,23,14,9,0,0,161,5,12,74,54,36,22,0,0,0,218,145,572,2212,1825,1082,586,138,6,0,6567
206041124,15,21,29,19,10,6,0,0,0,102,13,23,48,23,14,3,0,0,0,130,499,896,1299,578,325,237,113,24,0,3980
206041125,0,8,26,16,14,10,4,0,0,81,0,9,54,38,18,20,17,8,0,169,53,240,1308,797,512,448,280,75,4,3717
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,0,18,67,35,17,16,3,0,0,160,4,50,126,45,29,23,3,3,0,281,127,989,2482,1198,546,367,122,25,0,5855
206041504,0,57,123,47,18,9,0,0,0,260,9,147,197,49,24,13,4,0,0,445,346,2663,4646,1263,432,202,48,7,0,9608
206041505,6,38,143,43,12,11,0,0,0,252,7,92,220,67,23,15,3,0,0,431,182,1879,5302,1740,585,341,87,7,0,10129
206041506,3,25,85,47,30,25,6,0,0,226,12,60,117,67,45,25,8,0,0,337,228,1267,3536,1860,1083,628,195,18,4,8813
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,0,13,37,19,8,5,0,0,0,95,0,18,81,44,13,21,4,0,0,180,36,424,1909,941,447,306,111,8,0,4190
206041509,0,31,120,65,24,14,0,0,0,258,0,59,282,93,25,27,3,0,0,491,119,1497,5763,2431,850,497,152,14,0,11320
206041510,0,16,67,28,10,5,0,0,0,133,5,31,106,33,14,7,6,0,0,196,67,638,2318,993,483,273,55,11,0,4829
206051128,7,20,61,32,39,28,18,0,0,200,8,22,90,92,87,53,27,7,5,391,240,535,2092,2042,1872,1360,536,113,4,8791
206051129,8,21,79,69,61,43,11,0,0,291,4,22,107,106,70,40,17,0,0,376,201,530,2732,2274,1902,1198,342,36,3,9222
206051130,4,22,59,53,70,46,15,3,0,270,12,24,84,94,97,56,19,7,0,390,230,390,1795,2363,2172,1395,438,82,3,8873
206051134,5,40,127,67,54,41,11,0,0,345,9,36,147,98,53,30,9,0,0,382,181,868,3766,2431,1573,908,264,30,0,10030
206051511,0,8,31,8,5,3,0,0,0,51,0,3,30,12,12,3,3,0,0,62,20,118,593,274,160,75,10,0,0,1241
206051512,0,15,48,45,34,32,5,4,0,183,4,13,71,80,59,37,17,0,0,288,129,438,2068,1622,1249,810,266,58,0,6645
206051513,3,21,132,63,36,26,8,0,0,289,4,22,142,106,35,27,0,0,0,339,91,566,3269,1926,1052,679,204,23,0,7809
206051514,0,27,90,58,31,43,4,0,0,260,0,17,142,97,56,37,11,0,0,370,123,571,2984,1987,1362,1041,297,52,0,8415
206061135,5,15,36,26,21,23,9,0,0,126,0,19,73,38,25,26,11,5,0,204,98,489,1713,1140,918,622,312,67,4,5367
206061136,4,34,159,58,59,28,9,0,0,353,4,60,233,132,53,35,15,7,0,537,170,1247,5447,2839,1599,1017,370,54,4,12757
206061138,9,18,46,20,20,25,12,3,0,148,7,27,71,62,69,55,46,17,0,353,137,594,1601,1069,1118,1081,745,221,28,6603
206061515,0,22,83,50,26,14,0,0,0,200,0,32,153,70,27,16,6,0,0,310,92,804,3746,1660,713,498,208,41,5,7761
206061516,3,20,63,28,27,13,9,0,0,166,3,19,108,42,32,28,14,0,0,253,88,556,2665,1241,723,543,217,40,0,6082
206071139,5,16,66,40,19,15,8,0,0,160,6,24,109,66,16,17,6,0,0,243,79,512,2859,1512,664,430,149,17,0,6223
206071140,0,16,59,24,25,12,9,0,0,145,4,13,78,28,28,19,0,0,0,170,96,666,1886,943,695,565,228,49,3,5130
206071141,0,7,60,33,23,12,3,0,0,139,12,19,123,65,37,10,4,0,0,265,65,417,2843,1408,693,356,102,4,0,5889
206071142,4,20,49,52,33,11,5,0,0,174,7,16,116,73,35,23,8,3,0,273,95,497,2536,1435,844,602,156,27,0,6186
206071143,0,16,73,41,29,37,6,0,0,204,11,15,109,60,39,19,6,0,0,250,184,626,2767,1701,1263,829,259,38,0,7669
206071145,5,16,46,41,26,20,15,0,0,171,4,7,71,53,32,19,5,0,0,198,129,372,1739,1439,1044,766,259,46,0,5796
206071517,0,24,120,63,43,38,12,5,0,290,5,41,185,82,54,35,13,0,0,407,173,1122,5162,2520,1682,1113,367,51,3,12189
206071518,0,24,95,60,61,31,5,4,0,284,6,34,116,70,48,33,8,0,0,322,157,826,3749,1876,1090,687,187,30,0,8602
207011146,0,12,16,25,22,26,3,0,0,105,4,6,36,43,36,32,10,3,0,163,217,333,563,875,1042,701,215,32,0,3980
207011147,4,19,31,39,40,39,12,4,0,189,13,26,56,85,68,57,24,9,3,344,312,762,1258,1522,1672,1324,469,82,10,7414
207011148,17,21,35,35,66,55,17,5,0,253,18,43,72,93,122,60,29,3,0,444,566,1024,1435,1789,2610,1950,551,101,7,10041
207011149,16,25,42,36,54,51,15,3,0,254,4,41,63,78,76,71,28,5,0,369,548,1131,1869,2008,2408,1900,710,104,7,10685
207011150,11,31,32,31,62,49,14,4,0,242,11,26,40,64,82,41,9,0,0,278,466,914,1348,1766,2234,1600,471,66,7,8873
207011152,4,34,59,28,30,16,11,0,0,194,8,27,93,66,50,36,18,3,0,312,265,961,2716,1903,1602,1044,406,73,7,8981
207011154,9,10,9,10,17,18,9,0,0,80,4,10,24,26,30,23,8,0,0,128,182,328,540,684,790,622,184,33,3,3368
207011155,11,18,29,20,40,51,15,0,0,189,11,18,55,60,66,56,21,0,0,302,505,783,1113,1364,2005,1547,567,88,9,8002
207011519,4,17,32,23,22,18,3,0,0,125,10,20,71,44,44,26,10,3,0,224,239,646,1652,1129,1001,669,293,39,0,5677
207011520,3,34,63,28,28,17,3,3,0,187,5,28,100,53,40,22,11,6,0,259,206,912,2441,1436,1061,760,296,72,6,7199
207011521,3,19,43,20,22,29,10,4,0,146,21,20,49,48,52,44,6,4,3,248,286,671,1175,1024,1289,992,424,83,10,5966
207011522,9,16,43,31,32,26,14,0,0,171,7,26,67,55,63,49,17,0,0,282,265,654,1503,1316,1427,1107,455,81,5,6819
207021156,4,16,41,28,53,45,10,6,0,198,8,20,45,36,48,40,11,0,0,212,228,509,1040,1108,1222,939,260,60,5,5371
207021157,9,41,99,83,72,60,27,3,0,395,10,40,159,152,106,67,21,6,0,557,373,1110,2980,2604,2159,1665,511,96,6,11500
207021159,14,25,46,48,58,53,18,4,0,259,11,18,58,77,78,63,28,10,0,348,365,674,1240,1573,1623,1584,585,117,5,7764
207021160,4,14,30,64,54,32,13,0,0,214,8,17,55,65,68,41,19,5,0,279,286,474,1062,1472,1613,1075,347,68,0,6403
207021424,5,14,34,52,75,65,18,0,0,261,7,33,71,72,81,63,17,3,0,349,308,700,1256,1612,1554,1394,409,58,5,7284
207021425,3,18,53,63,59,39,8,6,0,247,5,24,89,107,64,39,11,3,0,338,237,519,1419,2006,1416,972,273,42,9,6905
207031161,11,36,64,86,101,60,17,6,0,385,10,50,90,88,108,61,14,0,0,429,568,1074,2126,2643,2593,1786,436,60,5,11295
207031162,8,15,24,31,38,32,13,3,0,164,0,17,51,56,47,29,13,4,3,214,296,456,885,1191,1300,814,215,35,3,5197
207031163,4,43,112,70,71,59,16,5,0,384,11,81,189,124,85,67,19,0,0,575,379,1524,3447,2254,1999,1286,327,43,3,11258
207031164,0,16,71,56,70,39,10,4,0,271,5,46,119,86,72,37,16,4,0,392,414,835,1963,1986,2039,1360,376,37,0,9012
207031165,8,26,61,37,34,22,9,0,0,191,6,52,105,59,36,22,7,0,0,291,305,1024,1669,1051,1008,658,177,26,0,5922
207031166,0,21,43,31,30,35,4,5,0,181,3,27,75,64,41,21,10,4,0,249,173,565,1254,1070,1005,710,193,38,0,5015
207031167,6,17,17,32,30,28,9,0,0,143,4,22,31,35,42,26,4,0,0,166,244,561,1008,1084,1184,879,323,52,8,5339
208011168,8,12,15,30,51,49,10,0,0,176,20,19,24,43,93,65,27,16,3,311,472,623,619,1127,2045,1498,502,82,5,6972
208011169,10,34,42,31,64,48,37,8,0,267,15,42,88,85,130,93,53,16,3,520,476,887,1497,1938,2751,2212,974,222,22,10978
208011170,11,18,32,26,70,42,19,7,0,217,7,20,50,68,91,67,37,13,0,342,476,634,933,1593,2202,1535,559,89,9,8032
208011171,6,7,36,49,59,39,12,0,0,208,8,16,38,70,47,32,11,3,0,227,343,493,1146,1670,1704,920,261,23,4,6569
208011172,6,45,38,52,51,56,15,0,0,269,12,35,57,80,123,72,19,3,0,408,504,803,1320,1849,2424,1823,461,78,0,9273
208011173,13,14,34,44,67,45,21,3,0,236,16,31,58,85,109,80,35,7,0,422,525,660,1025,1598,2290,1841,646,98,3,8679
208021174,16,25,73,72,95,59,14,0,0,357,17,38,100,118,119,60,16,6,0,469,644,1094,2383,2980,3238,2048,522,55,4,12971
208021176,3,23,66,58,36,37,14,0,0,242,11,39,163,121,77,43,11,7,3,472,273,1017,3386,2560,1743,1226,346,47,4,10602
208021177,6,17,100,76,57,37,25,9,0,331,13,54,145,141,93,68,58,4,0,577,331,1108,3207,2491,1972,1505,904,132,30,11672
208021178,5,25,62,69,72,50,16,3,0,293,21,34,98,99,84,43,31,8,0,421,339,749,1853,2046,2026,1435,681,126,8,9268
208021179,3,14,53,34,42,25,14,0,0,182,3,17,78,66,55,29,15,3,4,267,234,493,1779,1458,1346,904,363,50,6,6622
208021180,5,21,30,25,35,25,6,5,0,145,0,15,51,40,32,27,0,0,0,162,175,421,1077,917,887,588,115,10,0,4189
208021181,0,13,44,23,29,24,4,0,0,138,3,13,66,58,49,24,3,0,0,208,195,490,1306,1226,1095,754,199,14,0,5274
208021182,3,19,58,47,43,26,13,0,0,210,3,24,102,84,53,34,15,3,0,318,280,672,2149,1696,1434,939,304,29,0,7493
208021426,10,16,37,68,78,58,13,0,0,288,14,25,55,110,84,38,7,4,0,340,454,661,1322,2191,2227,1251,321,33,0,8462
208021427,5,19,37,49,64,40,10,0,0,223,7,16,55,82,67,44,9,5,0,292,331,533,1295,1851,1803,1130,289,32,3,7268
208031183,4,13,24,24,36,38,9,4,0,146,3,20,31,37,63,46,19,0,0,215,302,492,567,930,1326,895,206,20,0,4735
208031184,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,5,0,0,0,22
208031185,15,23,52,57,53,45,20,3,0,266,12,15,54,69,94,66,14,0,0,331,309,419,1068,1305,1544,1215,400,47,0,6312
208031186,7,23,53,65,46,36,13,4,0,242,6,16,62,92,74,71,19,9,0,338,264,457,1786,2009,1715,1150,336,37,0,7755
208031187,4,6,15,25,24,15,9,0,0,101,3,4,26,33,25,28,5,0,0,131,137,205,446,716,615,442,111,8,0,2676
208031188,11,43,84,83,102,71,26,7,0,426,7,37,128,137,113,71,20,8,3,530,503,927,2789,3182,2698,1755,496,54,3,12413
208031189,13,31,43,55,54,48,10,0,0,248,11,24,53,72,90,34,16,5,0,297,354,512,1266,1797,1755,1208,272,35,0,7189
208031190,4,17,59,62,48,31,14,0,0,235,9,14,59,56,61,39,3,3,0,242,311,494,1486,1653,1690,1083,333,44,10,7104
208031191,4,11,28,37,36,33,0,7,0,159,4,10,41,42,50,30,10,0,0,190,216,315,899,1192,1153,670,209,24,0,4690
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
208031193,10,35,56,67,77,60,29,0,0,337,13,21,64,97,116,76,24,7,0,427,668,877,1925,2510,2971,1867,510,52,0,11376
208041194,10,26,61,56,39,37,12,5,0,249,14,40,103,98,83,58,17,10,4,431,435,1061,2583,2194,2266,1645,680,165,22,11054
208041195,7,32,53,47,59,45,9,0,3,254,17,36,129,95,124,66,34,9,3,498,554,1276,2617,2322,2545,1745,590,84,8,11747
209011196,5,19,31,33,45,30,10,0,0,180,6,31,61,41,52,29,9,5,0,237,220,508,1055,958,1044,663,192,24,3,4667
209011197,9,34,68,86,90,70,21,5,0,377,15,28,49,80,77,56,24,6,0,328,502,800,1860,2623,2348,1765,577,50,0,10530
209011198,4,25,54,45,43,38,13,0,0,226,4,26,56,80,63,39,10,4,6,277,296,638,1864,2124,1780,1185,375,35,6,8299
209011199,4,22,93,64,48,36,13,0,0,279,7,39,95,66,61,49,14,4,0,322,156,671,2417,1674,1145,953,211,18,5,7246
209011200,10,13,43,36,33,27,14,0,0,169,8,19,57,55,44,36,16,0,0,228,282,631,1464,1472,1383,1114,354,46,3,6758
209011201,12,19,20,20,24,23,10,4,0,123,4,13,25,33,39,18,12,9,0,147,233,394,596,701,965,853,311,65,11,4135
209011202,6,17,49,65,57,49,19,3,0,266,9,13,56,78,60,49,22,3,0,291,407,589,1400,2042,1995,1407,478,51,6,8381
209011203,14,9,52,51,72,37,19,0,0,260,5,16,54,82,66,53,21,5,0,300,466,736,1671,2381,2205,1345,381,44,0,9232
209011204,4,14,30,45,31,29,9,0,0,168,6,13,30,44,38,20,12,0,0,158,176,339,1115,1194,993,656,184,14,0,4675
209021205,3,21,38,31,44,30,4,3,0,171,8,40,93,43,49,28,4,0,0,268,274,811,1342,890,1105,733,149,13,0,5320
209021428,4,24,113,101,73,39,11,0,0,353,0,38,161,128,83,51,8,3,0,474,307,914,3707,2976,2097,1155,214,18,4,11381
209021429,6,15,61,51,32,33,5,3,0,203,4,21,83,64,54,25,11,0,0,261,222,518,1638,1777,1505,879,186,15,0,6746
209021523,0,22,98,61,47,34,7,0,0,276,8,39,131,84,56,47,8,3,0,373,168,637,2542,1869,1168,782,146,9,0,7330
209021524,0,12,32,35,32,28,17,4,0,155,5,35,63,51,43,34,16,4,0,263,156,419,922,902,890,543,160,27,0,4015
209021525,3,14,60,46,52,22,11,0,0,197,7,30,101,69,47,28,6,5,0,299,187,552,1817,1394,1078,701,180,17,0,5926
209021526,10,19,63,74,53,34,6,0,0,252,5,30,95,85,55,37,5,0,0,308,167,538,2069,2033,1456,836,175,11,0,7284
209031209,23,44,58,87,97,102,20,0,0,425,18,27,50,88,117,81,20,4,0,410,717,1029,1582,2476,3220,2455,742,103,0,12320
209031210,5,3,16,19,18,10,4,0,0,84,0,4,10,12,18,4,8,0,0,53,104,170,308,373,465,378,94,10,0,1912
209031211,7,13,24,17,24,19,3,0,0,102,5,5,14,22,27,19,0,0,0,100,111,143,360,412,528,400,104,15,3,2070
209031212,3,10,10,13,21,20,13,0,0,94,11,12,10,24,26,13,9,9,0,107,148,240,284,418,653,639,233,57,0,2664
209031213,3,21,30,37,41,49,8,0,0,188,11,13,25,42,59,26,10,5,0,197,306,511,707,986,1262,977,246,34,3,5032
209031214,0,11,19,29,42,38,10,3,0,144,3,17,15,39,40,34,12,4,0,158,265,324,426,673,992,786,236,30,0,3741
209031215,19,23,61,57,72,61,14,0,0,302,9,37,55,65,70,64,18,3,0,317,538,820,1390,1566,1913,1531,303,42,0,8099
209041216,0,12,24,22,34,22,4,0,0,117,4,13,32,37,28,31,5,0,0,146,199,460,839,740,833,563,119,5,0,3757
209041217,0,7,28,21,15,18,12,0,0,111,0,13,44,26,32,18,11,5,0,150,83,302,769,618,514,411,140,20,4,2850
209041220,3,44,80,62,73,74,12,0,0,341,11,37,101,78,98,80,17,4,0,428,436,929,1899,1650,1841,1755,339,30,0,8878
209041221,8,24,52,48,32,36,4,0,0,199,6,27,88,59,50,55,16,3,0,301,178,526,1287,1075,1008,1064,240,11,0,5390
209041223,0,36,81,80,57,48,15,0,0,322,13,52,143,124,96,81,21,4,0,543,265,860,2237,1714,1330,1032,290,20,0,7747
209041224,17,36,131,116,102,53,11,3,0,465,26,59,162,154,95,67,18,0,0,573,583,914,2860,2762,2149,1451,339,26,7,11098
209041225,6,23,66,41,45,37,7,0,0,220,6,24,72,57,57,37,12,7,0,274,276,489,1187,1089,1060,702,207,34,3,5044
209041431,5,24,51,56,57,42,11,0,0,248,8,27,87,83,71,58,11,0,0,343,258,553,1405,1304,1144,938,210,13,0,5816
209041432,3,8,46,40,27,18,7,0,0,157,3,25,62,53,44,36,8,0,0,222,120,376,938,781,656,536,142,8,0,3555
209041433,0,10,51,57,43,19,3,0,0,184,10,33,93,96,56,25,4,0,0,324,217,513,1395,1883,1052,517,89,3,0,5665
209041435,7,18,43,46,62,34,5,0,0,214,10,32,50,76,72,36,4,0,0,279,419,632,1201,1853,1628,798,142,10,0,6680
209041436,10,26,48,48,45,35,4,0,0,211,3,36,72,56,74,33,11,0,0,284,360,630,1427,1366,1425,886,177,3,4,6262
209041437,7,24,145,112,58,16,8,0,0,371,15,43,216,206,72,35,7,0,0,594,318,876,3838,4031,1438,629,117,4,6,11246
209041527,14,23,80,103,84,37,8,0,0,352,14,12,63,102,59,26,0,0,0,284,546,655,1490,2438,1997,854,190,12,0,8181
209041528,3,11,62,68,29,21,0,0,0,199,3,21,47,60,33,15,0,0,0,177,205,375,1549,1777,915,492,111,8,0,5424
209041529,3,13,37,42,30,26,3,0,0,157,3,28,56,70,46,38,8,0,0,256,122,455,1075,979,636,457,104,13,0,3837
209041530,4,24,57,62,50,17,6,0,0,215,16,39,88,94,69,38,13,0,0,352,215,559,1383,1401,1001,594,130,7,0,5298
209041531,7,15,55,71,36,11,4,0,0,206,6,10,74,74,33,26,8,0,0,227,207,397,1406,1870,969,466,125,14,0,5462
209041532,10,16,56,72,38,16,0,0,0,210,4,17,77,98,53,9,0,0,0,262,248,475,1560,2015,1120,466,72,3,0,5960
210011226,3,13,38,41,32,36,3,4,0,168,6,8,44,40,38,28,14,0,0,178,156,291,1070,1071,840,589,152,15,0,4189
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,8
210011228,9,14,21,27,46,30,17,0,0,158,9,14,35,31,48,40,21,5,0,203,217,349,680,815,947,756,255,43,3,4054
210011230,0,13,26,22,28,28,9,0,0,110,7,11,23,35,30,31,5,0,0,143,246,381,731,894,1006,618,137,9,0,4024
210011231,3,10,20,31,45,34,13,0,0,164,10,22,36,47,56,38,15,3,0,223,327,505,749,1119,1359,927,276,34,0,5280
210011533,5,15,40,46,46,48,15,0,0,215,5,26,59,59,67,41,18,12,0,274,222,452,1099,1324,1161,814,264,32,0,5368
210011534,5,8,61,62,64,43,4,6,0,254,8,29,62,63,71,44,18,3,0,297,364,538,1321,1603,1712,1110,289,41,3,6980
210021232,15,27,26,68,62,51,10,0,0,260,15,17,31,59,57,42,8,8,5,235,527,489,952,1802,1823,1220,277,38,3,7135
210021233,0,0,6,12,12,12,8,0,0,45,4,0,5,26,23,8,8,0,0,74,93,85,156,369,469,372,156,21,0,1716
210021234,8,9,16,19,22,21,6,0,0,92,0,8,21,13,29,9,4,0,0,87,124,189,334,483,587,468,118,19,0,2320
210021235,14,23,75,50,50,47,9,0,0,266,12,24,51,38,52,60,12,5,0,241,304,389,1049,1065,1255,972,274,69,6,5370
210031236,0,13,34,39,37,19,4,0,0,146,6,11,28,30,25,20,5,0,0,120,144,322,1062,1208,941,469,101,18,0,4262
210031237,0,17,54,49,40,37,9,0,0,206,9,39,104,84,55,32,12,0,0,336,181,627,1588,1387,960,660,133,10,0,5548
210031439,4,3,18,13,14,10,0,0,0,61,0,9,7,11,18,7,7,0,0,59,81,137,293,375,426,239,47,5,0,1603
210031440,0,10,31,25,25,18,4,0,0,107,3,11,32,27,18,19,0,3,0,112,100,219,803,668,479,323,65,9,0,2661
210031535,3,22,63,55,47,29,11,0,0,227,11,47,117,83,46,35,5,5,0,348,187,708,2150,1616,982,697,127,17,0,6491
210031536,4,17,41,22,30,17,7,4,0,129,0,32,110,48,17,17,9,0,0,229,119,564,1754,1046,594,385,72,10,0,4540
210031537,0,14,38,32,31,13,4,0,0,134,7,20,51,43,25,17,0,0,0,158,130,432,1264,1192,769,487,110,3,0,4384
210031538,8,31,81,77,56,39,9,0,0,298,11,21,107,118,67,31,6,4,0,362,296,715,2742,2379,1730,1135,194,11,0,9207
210041240,16,24,52,57,62,44,10,3,0,266,17,28,56,56,70,34,12,3,0,274,451,629,1353,1397,1625,1265,281,30,0,7027
210041539,3,14,51,20,22,15,0,0,0,126,7,19,30,30,20,17,0,0,0,120,82,228,1087,701,411,325,67,4,0,2907
210041540,6,32,60,51,50,37,8,5,0,256,12,19,57,63,65,30,13,0,3,265,368,648,1682,1731,1589,1045,292,28,3,7388
210041541,10,23,77,52,47,29,3,0,0,246,11,23,53,63,41,35,6,0,0,231,317,542,1440,1222,1172,1022,227,15,0,5956
210051242,0,17,43,40,28,13,5,0,0,162,16,36,112,75,59,35,5,0,0,342,136,586,1623,947,598,468,93,6,0,4471
210051243,8,20,54,55,31,28,9,0,0,206,11,53,131,80,65,41,11,0,0,391,177,565,1266,981,829,560,103,11,0,4496
210051245,13,31,74,64,63,56,17,0,0,317,15,23,84,72,77,71,21,4,0,361,363,692,1814,1704,1652,1441,379,29,0,8087
210051246,8,36,87,87,86,68,12,0,0,395,20,69,122,123,106,68,21,0,0,531,544,1131,2498,2357,2192,1678,377,23,0,10809
210051247,0,22,39,36,45,26,0,0,0,170,19,55,101,81,62,49,9,0,0,372,196,607,1211,864,796,645,100,7,0,4420
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,8,10,6,6,0,0,42
210051250,7,5,52,36,14,18,8,0,0,139,3,9,41,34,27,17,10,0,0,146,89,248,871,745,556,391,128,9,0,3037
210051441,0,15,33,20,23,21,3,0,0,122,9,18,69,40,42,38,11,0,0,233,175,399,801,738,643,595,106,6,0,3466
210051442,6,25,43,42,39,16,3,0,0,173,12,29,79,97,69,35,3,0,0,331,306,582,1222,1677,1122,564,97,6,0,5581
210051443,18,29,92,87,63,46,10,0,0,339,23,53,161,151,101,71,9,0,0,565,467,1001,2360,2605,1596,1075,178,9,0,9292
210051445,7,45,153,107,44,26,3,0,0,381,12,66,245,175,74,41,4,0,0,621,301,915,4357,3342,1139,594,100,9,0,10757
210051542,0,15,59,47,14,3,0,0,0,141,0,18,89,84,32,8,0,0,0,241,110,378,1441,1573,512,199,20,0,0,4237
210051543,4,19,68,52,24,19,5,0,0,178,3,26,98,87,42,34,0,0,0,289,197,488,1615,1762,751,388,51,3,0,5243
210051544,0,12,24,31,32,18,0,0,0,119,10,38,60,39,48,40,4,0,0,246,211,529,831,661,831,596,94,3,0,3757
210051545,7,24,30,52,44,18,5,0,0,177,22,57,96,87,81,39,9,0,0,380,320,648,1137,1104,1020,543,62,4,0,4831
211011251,8,25,72,63,45,49,11,0,0,267,8,28,90,94,56,58,8,0,0,338,245,538,1681,1637,1171,871,213,27,0,6382
211011254,7,33,66,58,68,60,24,0,0,317,14,25,84,117,106,74,24,0,0,441,395,762,1688,2139,1833,1275,341,20,0,8465
